Day or Night?_2013,State,Date_2013,Race_2013,Vehicle Type_2013,From Where_2013,To Where_2013,Trip distance_2013,Alcohol Today_2013,Age Range_2013,Zipcode_2013,Education Level_2013,Employed_2013,Blood Alcohol Content_2013
1,FL,9/13/2013 14:21,2,Car,Store or gas station,Store or gas station,10-Jun,,40.0,33410.0,Master's degree,Employed Full-time,0
1,FL,9/13/2013 14:36,1,Car,Work,Store or gas station,0-5,No,51.0,33478.0,Bachelor's degree,Employed Full-time,#NULL!
1,FL,9/13/2013 15:04,2,Pickup,Other,Work,More than 20,,56.0,34953.0,High school graduate,Employed Full-time,0
1,FL,9/13/2013 15:40,1,Car,Work,Own home,0-5,No,56.0,32458.0,Some college - no degree,Employed Full-time,#NULL!
2,FL,9/13/2013 22:29,1,Pickup,Restaurant/eating place,Own home,20-Nov,Yes,76.0,33458.0,Bachelor's degree,Employed Full-time,#NULL!
2,FL,9/13/2013 22:42,1,Car,Work,Own home,0-5,No,38.0,33458.0,Bachelor's degree,Employed Full-time,#NULL!
2,FL,9/13/2013 22:58,1,SUV/ Crossover,Work,Own home,20-Nov,No,63.0,33458.0,Associate's degree,Employed Full-time,#NULL!
2,FL,9/13/2013 23:14,8,Car,Restaurant/eating place,Own home,More than 20,Yes,32.0,33407.0,High school graduate,Employed Full-time,#NULL!
2,FL,9/13/2013 23:38,1,Car,Store or gas station,Own home,0-5,,16.0,33458.0,9th - 11th grade,Employed Part-time,#NULL!
2,FL,9/13/2013 23:58,8,Car,Store or gas station,Own home,10-Jun,,19.0,33458.0,High school graduate,Employed Full-time,0
3,FL,9/14/2013 1:27,4,Car,Hotel/motel,Store or gas station,0-5,No,31.0,33974.0,Some college - no degree,Employed Full-time,#NULL!
3,FL,9/14/2013 1:48,8,Car,Work,Own home,10-Jun,Yes,51.0,33458.0,Some college - no degree,Employed Full-time,#NULL!
3,FL,9/14/2013 2:05,1,Car,Restaurant/eating place,Own home,10-Jun,No,36.0,33418.0,Bachelor's degree,Employed Part-time,#NULL!
3,FL,9/14/2013 3:09,2,SUV/ Crossover,Other,Own home,More than 20,No,50.0,33411.0,High school graduate,Employed Full-time,#NULL!
4,FL,9/14/2013 22:10,8,SUV/ Crossover,Store or gas station,Own home,10-Jun,,56.0,33469.0,Master's degree,On Disability,#NULL!
4,FL,9/14/2013 22:27,1,Car,Restaurant/eating place,Own home,10-Jun,Yes,57.0,33469.0,High school graduate,Employed Full-time,#NULL!
4,FL,9/14/2013 22:37,1,Car,Someone else's home,Own home,0-5,,43.0,33469.0,Doctoral degree,Employed Full-time,#NULL!
4,FL,9/14/2013 22:54,1,Car,Store or gas station,Own home,20-Nov,Yes,49.0,33469.0,Some college - no degree,Employed Full-time,#NULL!
4,FL,9/14/2013 23:04,1,Car,Other,Own home,10-Jun,,29.0,33469.0,Bachelor's degree,Homemaker,0
4,FL,9/14/2013 23:27,1,SUV/ Crossover,Own home,Own home,0-5,,69.0,33458.0,Some college - no degree,Retired,0
4,FL,9/14/2013 23:56,1,Car,Someone else's home,Own home,0-5,No,36.0,33458.0,None - 8th grade,Employed Full-time,0
1,IN,9/20/2013 10:54,2,Car,Own home,Store or gas station,20-Nov,No,37.0,46410.0,Bachelor's degree,Employed Full-time,0
1,IN,9/20/2013 11:11,2,Car,Own home,Other,20-Nov,No,64.0,46408.0,Master's degree,Retired,0
1,IN,9/20/2013 11:23,2,Car,Own home,Store or gas station,20-Nov,,43.0,46410.0,Associate's degree,Employed Full-time,0
1,IN,9/20/2013 11:37,1,Car,Own home,Store or gas station,0-5,No,60.0,46406.0,High school graduate,Employed Full-time,0
1,IN,9/20/2013 11:54,1,Car,Own home,Store or gas station,0-5,No,34.0,46408.0,Associate's degree,Employed Full-time,0
1,IN,9/20/2013 12:08,2,Car,Other,Own home,More than 20,No,56.0,46410.0,Some college - no degree,Employed Full-time,0
1,IN,9/20/2013 12:18,1,Pickup,Own home,Store or gas station,More than 20,,62.0,46324.0,Some college - no degree,Retired,0
2,IN,9/20/2013 22:12,1,Minivan,Sport or rec facility/park,Own home,0-5,,56.0,46303.0,Bachelor's degree,Unemployed,0
2,IN,9/20/2013 22:25,1,Car,Sport or rec facility/park,Own home,20-Nov,,29.0,46303.0,Bachelor's degree,Employed Part-time,0
2,IN,9/20/2013 23:01,1,Car,Someone else's home,Own home,0-5,No,47.0,46303.0,Some college - no degree,Employed Full-time,0
2,IN,9/20/2013 23:26,1,Car,Someone else's home,Someone else's home,10-Jun,,17.0,46373.0,9th - 11th grade,Employed Part-time,#NULL!
2,IN,9/20/2013 23:45,1,Car,Sport or rec facility/park,Own home,0-5,No,22.0,46303.0,Some college - no degree,Employed Full-time,0
4,IN,9/21/2013 22:28,1,Car,Work,Own home,20-Nov,No,29.0,46385.0,Bachelor's degree,Employed Full-time,0
4,IN,9/21/2013 22:41,8,Car,Restaurant/eating place,Own home,20-Nov,,48.0,46307.0,Some college - no degree,Employed Full-time,#NULL!
4,IN,9/21/2013 22:53,8,SUV/ Crossover,Someone else's home,Own home,20-Nov,,57.0,46342.0,Some college - no degree,Employed Full-time,#NULL!
4,IN,9/21/2013 23:07,1,Pickup,Work,Own home,10-Jun,No,47.0,46307.0,Bachelor's degree,Employed Full-time,#NULL!
4,IN,9/21/2013 23:24,1,Car,Sport or rec facility/park,Own home,20-Nov,No,26.0,46383.0,Master's degree,Employed Full-time,#NULL!
4,IN,9/22/2013 0:58,8,Car,Someone else's home,Own home,More than 20,,45.0,46342.0,Master's degree,Employed Part-time,0
5,IN,9/22/2013 1:28,1,Car,Restaurant/eating place,Own home,More than 20,No,64.0,46311.0,Master's degree,Retired,#NULL!
5,IN,9/22/2013 1:40,1,Car,Own home,Other,More than 20,No,22.0,46397.0,High school graduate,Employed Full-time,#NULL!
5,IN,9/22/2013 1:57,1,Car,Someone else's home,Own home,More than 20,,26.0,46375.0,Bachelor's degree,Employed Full-time,0
5,IN,9/22/2013 2:08,1,Car,Own home,Work,20-Nov,,34.0,46410.0,Associate's degree,Employed Full-time,0
5,IN,9/22/2013 2:14,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
5,IN,9/22/2013 2:38,1,SUV/ Crossover,Own home,Work,More than 20,No,56.0,46392.0,High school graduate,Employed Full-time,#NULL!
1,NC,9/6/2013 9:52,1,Car,Own home,Work,20-Nov,,61.0,27523.0,Associate's degree,Employed Full-time,0
1,NC,9/6/2013 9:58,#NULL!,Car,,,,,,,,,#NULL!
1,NC,9/6/2013 10:11,1,SUV/ Crossover,Work,Work,10-Jun,No,39.0,27540.0,Master's degree,Employed Full-time,#NULL!
1,NC,9/6/2013 10:22,1,Car,Restaurant/eating place,Work,10-Jun,,57.0,27519.0,Bachelor's degree,Employed Full-time,0
1,NC,9/6/2013 10:42,1,Car,Work,Work,10-Jun,No,54.0,27511.0,Associate's degree,Employed Full-time,#NULL!
1,NC,9/6/2013 11:18,1,Car,Someone else's home,Other,10-Jun,No,19.0,27512.0,High school graduate,Employed Part-time,#NULL!
1,NC,9/6/2013 11:33,1,Car,Store or gas station,Own home,10-Jun,No,74.0,27513.0,Some college - no degree,Retired,#NULL!
3,NC,9/7/2013 1:26,1,Pickup,Someone else's home,Someone else's home,20-Nov,Yes,30.0,27603.0,High school graduate,Employed Full-time,0
3,NC,9/7/2013 1:46,1,Car,Other,Someone else's home,20-Nov,Yes,28.0,28216.0,Bachelor's degree,Employed Full-time,0.073
3,NC,9/7/2013 2:02,1,Car,Someone else's home,Own home,20-Nov,,19.0,27592.0,Some college - no degree,Employed Full-time,0
3,NC,9/7/2013 2:35,1,Car,"Bar, tavern, club",Own home,10-Jun,Yes,23.0,27606.0,Bachelor's degree,Employed Full-time,0.053
4,NC,9/7/2013 22:24,2,Car,Other,Own home,10-Jun,,43.0,27523.0,Some college - no degree,Employed Full-time,0
4,NC,9/7/2013 22:48,1,Minivan,Restaurant/eating place,Someone else's home,More than 20,Yes,70.0,28462.0,High school graduate,Retired,0
4,NC,9/7/2013 23:02,1,SUV/ Crossover,Sport or rec facility/park,Own home,20-Nov,,47.0,27519.0,Master's degree,Employed Full-time,0
4,NC,9/7/2013 23:13,1,Car,Someone else's home,Own home,10-Jun,No,27.0,27560.0,Master's degree,Employed Full-time,0
4,NC,9/7/2013 23:29,1,Car,Own home,Other,20-Nov,No,23.0,27513.0,Some college - no degree,Unemployed,0
4,NC,9/7/2013 23:42,3,Car,Own home,Work,More than 20,,30.0,27513.0,Bachelor's degree,Unemployed,0
4,NC,9/7/2013 23:52,2,Car,Work,Own home,20-Nov,,18.0,27519.0,High school graduate,Employed Part-time,0
5,NC,9/8/2013 1:26,3,Car,Work,Own home,10-Jun,,37.0,27513.0,High school graduate,Employed Part-time,#NULL!
5,NC,9/8/2013 1:41,3,Car,Work,Own home,20-Nov,No,24.0,27513.0,Bachelor's degree,Employed Full-time,0
5,NC,9/8/2013 2:04,1,Pickup,Work,Own home,More than 20,No,38.0,27612.0,Bachelor's degree,Employed Full-time,0
5,NC,9/8/2013 2:23,2,Car,Other,Own home,More than 20,Yes,28.0,27513.0,Associate's degree,Employed Full-time,0
5,NC,9/8/2013 2:42,1,Car,Work,Own home,10-Jun,No,18.0,27513.0,High school graduate,Employed Full-time,0
5,NC,9/8/2013 2:56,3,Car,"Bar, tavern, club",Own home,10-Jun,Yes,23.0,74075.0,Master's degree,Employed Full-time,0
1,NC,3/28/2014 9:57,2,SUV/ Crossover,Store or gas station,Own home,10-Jun,,44.0,27406.0,Master's degree,Employed Full-time,0
1,NC,3/28/2014 10:10,2,Car,Own home,Store or gas station,More than 20,,58.0,27407.0,High school graduate,Employed Full-time,0
1,NC,3/28/2014 10:27,2,Car,School/church,Own home,0-5,No,45.0,27406.0,Some college - no degree,Unemployed,0
1,NC,3/28/2014 10:42,1,SUV/ Crossover,Other,Other,More than 20,No,53.0,28023.0,Bachelor's degree,On Disability,0
1,NC,3/28/2014 11:06,2,Car,School/church,Own home,0-5,No,30.0,27407.0,High school graduate,Employed Full-time,0
1,NC,3/28/2014 11:21,2,Car,School/church,Other,10-Jun,,52.0,27401.0,Associate's degree,On Disability,0
1,NC,3/28/2014 11:37,8,Car,Own home,School/church,10-Jun,No,23.0,27407.0,Some college - no degree,Employed Part-time,0
2,NC,3/28/2014 23:46,2,SUV/ Crossover,Someone else's home,Own home,10-Jun,Yes,32.0,27407.0,9th - 11th grade,Employed Part-time,#NULL!
2,NC,3/29/2014 0:02,1,Car,Own home,Store or gas station,0-5,No,23.0,27407.0,High school graduate,Employed Full-time,#NULL!
2,NC,3/29/2014 0:17,3,Car,Store or gas station,Own home,10-Jun,No,44.0,27407.0,Some college - no degree,Employed Full-time,0
2,NC,3/28/2014 23:36,#NULL!,,,,,,,,,,#NULL!
3,NC,3/29/2014 1:42,2,Car,Store or gas station,Own home,More than 20,,29.0,28645.0,Master's degree,Employed Full-time,0
3,NC,3/29/2014 1:58,8,Car,School/church,School/church,0-5,,18.0,27406.0,9th - 11th grade,Unemployed,#NULL!
3,NC,3/29/2014 2:26,2,Minivan,Someone else's home,Someone else's home,More than 20,,47.0,27249.0,Bachelor's degree,Unemployed,0
3,NC,3/29/2014 2:39,2,SUV/ Crossover,Hotel/motel,Store or gas station,0-5,No,32.0,29204.0,Some college - no degree,Employed Full-time,0
3,NC,3/29/2014 3:06,2,Car,"Bar, tavern, club",Own home,10-Jun,Yes,26.0,27203.0,Some college - no degree,Employed Full-time,0
3,NC,3/29/2014 3:20,2,Car,"Bar, tavern, club",Own home,More than 20,Yes,20.0,27260.0,Some college - no degree,Employed Full-time,0
4,NC,3/29/2014 22:41,2,Car,Other,Store or gas station,0-5,,21.0,24723.0,Some college - no degree,Unemployed,0
4,NC,3/29/2014 23:05,2,Car,Someone else's home,Other,More than 20,No,28.0,27401.0,Bachelor's degree,Employed Full-time,#NULL!
4,NC,3/29/2014 23:13,2,Car,Own home,Store or gas station,0-5,,26.0,27401.0,High school graduate,Employed Full-time,0
4,NC,3/29/2014 23:24,2,Car,Own home,Hotel/motel,20-Nov,,20.0,27450.0,Some college - no degree,Unemployed,0
4,NC,3/29/2014 23:51,2,Car,Own home,Own home,0-5,No,22.0,27403.0,Some college - no degree,Employed Part-time,0
4,NC,3/30/2014 0:04,2,Car,Own home,Own home,10-Jun,No,21.0,27403.0,Some college - no degree,Employed Part-time,#NULL!
5,NC,3/30/2014 2:12,3,Minivan,Work,Own home,0-5,,42.0,27407.0,Bachelor's degree,Employed Full-time,0
5,NC,3/30/2014 2:27,2,Car,Store or gas station,Own home,0-5,No,20.0,27407.0,High school graduate,Employed Part-time,0
5,NC,3/30/2014 2:48,2,Car,Someone else's home,Own home,More than 20,,19.0,27401.0,Some college - no degree,Employed Part-time,#NULL!
5,NC,3/30/2014 3:02,2,Car,Work,Own home,0-5,No,23.0,27262.0,Bachelor's degree,Employed Part-time,0
2,NJ,9/27/2013 22:26,1,Car,Other,Own home,0-5,,18.0,7105.0,High school graduate,Employed Full-time,0
2,NJ,9/27/2013 22:45,8,Motorcycle,Own home,Other,0-5,Yes,38.0,7029.0,High school graduate,Employed Full-time,#NULL!
2,NJ,9/27/2013 23:10,2,Car,Other,Own home,0-5,,27.0,7105.0,Associate's degree,Employed Full-time,#NULL!
2,NJ,9/27/2013 23:46,8,Car,Own home,Someone else's home,0-5,Yes,28.0,7205.0,9th - 11th grade,Employed Full-time,0.195
3,NJ,9/28/2013 1:23,2,Car,Work,Own home,10-Jun,Yes,31.0,7065.0,Some college - no degree,Employed Full-time,0.027
3,NJ,9/28/2013 1:43,2,Car,Store or gas station,Own home,0-5,Yes,21.0,7112.0,Associate's degree,Employed Full-time,0
3,NJ,9/28/2013 1:58,2,Car,Own home,Own home,0-5,No,23.0,7112.0,Some college - no degree,Employed Part-time,0
3,NJ,9/28/2013 2:21,#NULL!,Car,,,,,,,,,#NULL!
4,NJ,9/28/2013 22:27,2,Car,Own home,"Bar, tavern, club",More than 20,No,26.0,7040.0,Professional degree,Employed Full-time,#NULL!
4,NJ,9/28/2013 22:42,2,Car,Someone else's home,Own home,10-Jun,Yes,25.0,7112.0,Some college - no degree,Employed Full-time,#NULL!
4,NJ,9/28/2013 22:57,2,Car,Work,Own home,20-Nov,,31.0,7111.0,High school graduate,Employed Full-time,0
4,NJ,9/28/2013 23:17,2,Car,Other,Own home,0-5,,60.0,71111.0,High school graduate,Retired,0
4,NJ,9/28/2013 23:37,2,Minivan,Someone else's home,Own home,More than 20,No,36.0,11208.0,Some college - no degree,Employed Full-time,0
4,NJ,9/28/2013 23:50,2,Car,Restaurant/eating place,Someone else's home,20-Nov,,41.0,7083.0,High school graduate,Unemployed,#NULL!
5,NJ,9/29/2013 1:26,2,Car,Own home,Store or gas station,0-5,Yes,60.0,7103.0,Associate's degree,Retired,0
5,NJ,9/29/2013 1:44,2,Car,Restaurant/eating place,Own home,10-Jun,,25.0,7103.0,High school graduate,Employed Part-time,0
5,NJ,9/29/2013 1:59,2,Minivan,Restaurant/eating place,Own home,0-5,No,21.0,7017.0,Some college - no degree,Unemployed,0
5,NJ,9/29/2013 2:16,2,Car,Restaurant/eating place,Someone else's home,10-Jun,Yes,28.0,7213.0,Associate's degree,Employed Full-time,#NULL!
5,NJ,9/29/2013 2:26,2,Car,School/church,Own home,0-5,,58.0,7017.0,High school graduate,Employed Full-time,0
5,NJ,9/29/2013 2:47,2,Car,Someone else's home,Own home,0-5,No,27.0,7102.0,Some college - no degree,Employed Full-time,0
1,NJ,11/1/2013 10:47,1,Car,Own home,Other,0-5,,60.0,7002.0,Associate's degree,Employed Full-time,#NULL!
1,NJ,11/1/2013 10:58,2,Car,Restaurant/eating place,Own home,0-5,No,30.0,7305.0,Associate's degree,Employed Part-time,0
1,NJ,11/1/2013 10:27,#NULL!,,,,,,,,,,#NULL!
1,NJ,11/1/2013 10:37,#NULL!,,,,,,,,,,#NULL!
1,NJ,11/1/2013 11:13,2,Car,Work,Other,More than 20,,57.0,7036.0,Bachelor's degree,Employed Full-time,#NULL!
1,NJ,11/1/2013 11:28,5,Car,Own home,Store or gas station,0-5,No,57.0,7307.0,9th - 11th grade,Employed Part-time,#NULL!
1,NJ,11/1/2013 11:43,2,Car,Work,Restaurant/eating place,0-5,No,43.0,7305.0,High school graduate,Employed Full-time,0
2,NJ,11/1/2013 22:15,1,Car,Work,Own home,10-Jun,No,40.0,7002.0,Some college - no degree,Employed Part-time,#NULL!
2,NJ,11/1/2013 22:33,2,Car,Restaurant/eating place,Own home,0-5,No,29.0,7304.0,Some college - no degree,Employed Full-time,0
2,NJ,11/1/2013 22:53,2,Car,Own home,Someone else's home,10-Jun,Yes,54.0,7302.0,Associate's degree,Employed Part-time,0
2,NJ,11/1/2013 23:10,3,Car,School/church,Someone else's home,0-5,No,33.0,7003.0,Doctoral degree,Employed Full-time,0
2,NJ,11/1/2013 23:32,8,Car,School/church,Own home,10-Jun,,25.0,7204.0,High school graduate,Employed Full-time,0
2,NJ,11/1/2013 23:53,3,Car,Restaurant/eating place,Own home,0-5,Yes,42.0,7305.0,Master's degree,Employed Full-time,#NULL!
4,NJ,11/2/2013 22:27,2,SUV/ Crossover,Someone else's home,Own home,20-Nov,,61.0,7304.0,High school graduate,Employed Full-time,#NULL!
4,NJ,11/2/2013 22:40,2,Car,Own home,Store or gas station,20-Nov,,23.0,7304.0,High school graduate,Unemployed,#NULL!
4,NJ,11/2/2013 22:56,2,Car,Own home,Restaurant/eating place,20-Nov,Yes,27.0,7305.0,Some college - no degree,Employed Full-time,#NULL!
4,NJ,11/2/2013 23:07,2,Car,Own home,Restaurant/eating place,0-5,Yes,22.0,7304.0,Some college - no degree,Employed Full-time,#NULL!
4,NJ,11/2/2013 23:39,2,Car,Restaurant/eating place,Own home,0-5,,19.0,7305.0,Some college - no degree,Employed Part-time,0
5,NJ,11/3/2013 1:23,8,Pickup,Own home,Work,More than 20,No,37.0,7047.0,Some college - no degree,Employed Full-time,#NULL!
5,NJ,11/3/2013 1:39,1,SUV/ Crossover,"Bar, tavern, club",Own home,More than 20,,57.0,7305.0,9th - 11th grade,Employed Full-time,0
5,NJ,11/3/2013 1:52,8,Car,Someone else's home,Own home,0-5,Yes,37.0,7002.0,High school graduate,Employed Full-time,0
5,NJ,11/3/2013 1:27,3,Car,Restaurant/eating place,Own home,20-Nov,,19.0,7302.0,Some college - no degree,Employed Full-time,0
5,NJ,11/3/2013 1:36,5,Car,Work,Work,0-5,No,19.0,7304.0,High school graduate,Employed Full-time,0
1,NJ,1/31/2014 9:45,2,Minivan,Own home,Other,0-5,No,72.0,8103.0,9th - 11th grade,Retired,0
1,NJ,1/31/2014 10:15,2,SUV/ Crossover,Work,Work,10-Jun,No,28.0,8105.0,High school graduate,Employed Full-time,0
1,NJ,1/31/2014 10:33,4,SUV/ Crossover,Own home,Own home,10-Jun,No,29.0,8021.0,9th - 11th grade,Unemployed,#NULL!
1,NJ,1/31/2014 10:49,2,Car,Work,Work,More than 20,,52.0,8106.0,Some college - no degree,Employed Full-time,#NULL!
1,NJ,1/31/2014 11:00,2,Minivan,Store or gas station,Work,20-Nov,,64.0,8105.0,Some college - no degree,Employed Part-time,0
1,NJ,1/31/2014 11:18,2,Car,Work,Work,0-5,No,62.0,8104.0,High school graduate,Employed Full-time,0
1,NJ,1/31/2014 11:29,2,SUV/ Crossover,Own home,Work,More than 20,No,26.0,8104.0,High school graduate,Employed Full-time,0
1,NY,8/23/2013 13:41,#NULL!,Car,,,,,,,,,#NULL!
1,NY,8/23/2013 13:59,8,Minivan,Store or gas station,Restaurant/eating place,10-Jun,No,48.0,14589.0,Some college - no degree,Employed Full-time,0
1,NY,8/23/2013 14:12,1,Car,Restaurant/eating place,Restaurant/eating place,0-5,,47.0,14622.0,Some college - no degree,Employed Full-time,0
1,NY,8/23/2013 14:24,1,Pickup,Store or gas station,Own home,0-5,No,37.0,14580.0,Bachelor's degree,Employed Full-time,#NULL!
1,NY,8/23/2013 14:42,1,Car,Restaurant/eating place,Own home,20-Nov,,63.0,14589.0,Bachelor's degree,Retired,#NULL!
1,NY,8/23/2013 15:00,1,SUV/ Crossover,Store or gas station,Own home,0-5,,59.0,14580.0,Associate's degree,Employed Full-time,#NULL!
1,NY,8/23/2013 15:15,1,Car,Restaurant/eating place,Own home,0-5,,64.0,14580.0,Some college - no degree,Retired,#NULL!
1,NY,8/23/2013 15:26,1,Car,Work,Own home,10-Jun,,53.0,14509.0,Associate's degree,Employed Full-time,0
2,NY,8/23/2013 22:16,1,Van,School/church,Own home,20-Nov,,53.0,14580.0,Some college - no degree,Unemployed,0
2,NY,8/23/2013 22:34,1,Car,Work,Own home,0-5,No,65.0,14580.0,High school graduate,Retired,#NULL!
2,NY,8/23/2013 22:46,1,SUV/ Crossover,Someone else's home,Own home,10-Jun,,53.0,14580.0,Bachelor's degree,Employed Full-time,#NULL!
2,NY,8/23/2013 22:59,1,Car,Work,Own home,More than 20,No,20.0,14075.0,Some college - no degree,Employed Full-time,0
2,NY,8/23/2013 23:15,1,SUV/ Crossover,Someone else's home,Own home,20-Nov,No,23.0,14580.0,Bachelor's degree,Employed Full-time,#NULL!
2,NY,8/23/2013 23:32,1,Car,Own home,Someone else's home,20-Nov,No,35.0,14609.0,Master's degree,Unemployed,0
2,NY,8/23/2013 23:50,3,Car,Restaurant/eating place,Own home,10-Jun,Yes,26.0,14580.0,Bachelor's degree,Employed Full-time,#NULL!
4,NY,8/24/2013 22:27,1,Minivan,Store or gas station,Hotel/motel,0-5,No,57.0,14580.0,Some college - no degree,Employed Full-time,0
4,NY,8/24/2013 22:45,1,SUV/ Crossover,Sport or rec facility/park,Restaurant/eating place,10-Jun,No,58.0,14580.0,Some college - no degree,Employed Full-time,#NULL!
4,NY,8/24/2013 23:01,1,Car,Someone else's home,Own home,10-Jun,Yes,25.0,14580.0,Associate's degree,Employed Full-time,#NULL!
4,NY,8/24/2013 23:19,3,Car,Work,Own home,10-Jun,,16.0,14580.0,9th - 11th grade,Employed Part-time,#NULL!
4,NY,8/24/2013 23:28,1,Car,Someone else's home,Own home,More than 20,,34.0,14580.0,Bachelor's degree,Employed Full-time,0
4,NY,8/24/2013 23:46,3,SUV/ Crossover,Restaurant/eating place,Own home,10-Jun,,55.0,14580.0,Master's degree,Homemaker,0
4,NY,8/24/2013 23:59,1,Pickup,Someone else's home,Own home,0-5,Yes,21.0,14580.0,Some college - no degree,Employed Full-time,0
5,NY,8/25/2013 1:17,#NULL!,SUV/ Crossover,,,,,,,,,#NULL!
5,NY,8/25/2013 1:27,1,Car,Restaurant/eating place,Own home,20-Nov,,18.0,14519.0,Some college - no degree,Employed Full-time,0
5,NY,8/25/2013 1:55,1,Car,Someone else's home,Own home,10-Jun,Yes,58.0,14580.0,Some college - no degree,On Disability,0
5,NY,8/25/2013 2:32,1,SUV/ Crossover,Work,Own home,0-5,No,30.0,14580.0,Bachelor's degree,Employed Full-time,0
5,NY,8/25/2013 2:42,#NULL!,,,,,,,,,,#NULL!
1,OH,11/8/2013 9:42,1,Car,Other,Someone else's home,More than 20,,59.0,44001.0,Associate's degree,Employed Part-time,0
1,OH,11/8/2013 9:52,1,Car,Own home,Own home,0-5,,56.0,44074.0,Bachelor's degree,Employed Full-time,0
1,OH,11/8/2013 10:11,1,SUV/ Crossover,Own home,Someone else's home,0-5,No,75.0,44074.0,Associate's degree,Retired,#NULL!
1,OH,11/8/2013 10:31,1,Car,Other,Own home,20-Nov,No,75.0,44090.0,None - 8th grade,Retired,0
1,OH,11/8/2013 10:45,1,Car,Work,Store or gas station,20-Nov,No,46.0,44074.0,Some college - no degree,Employed Part-time,#NULL!
1,OH,11/8/2013 11:08,1,Car,Own home,Sport or rec facility/park,0-5,,76.0,44074.0,Master's degree,Retired,0
1,OH,11/8/2013 11:27,1,Car,Other,School/church,0-5,No,73.0,93110.0,Master's degree,Retired,#NULL!
2,OH,11/8/2013 22:15,1,SUV/ Crossover,Own home,Restaurant/eating place,0-5,No,31.0,44001.0,Some college - no degree,Unemployed,0
2,OH,11/8/2013 22:31,1,Car,Store or gas station,Own home,0-5,,49.0,44052.0,Associate's degree,Employed Full-time,0
2,OH,11/8/2013 22:48,1,Car,Store or gas station,Store or gas station,0-5,,35.0,44001.0,Some college - no degree,Unemployed,0
